"Price","PostedBy","UnCon","RERA","NoR","ToP","Size","RtM","RoN","Longitude","Latitude","NoS","NoP"
"340","Dealer",1,1,3,"BHK","744.9605609",0,1,28.431862,77.351104,0,2
"152","Owner",0,0,1,"BHK","618.1374542",1,1,22.459216,70.045632,0,0
"1700","Owner",0,0,3,"BHK","1913.121765",1,1,12.924893,77.700727,3,3
"500","Owner",0,0,2,"BHK","965.0646593",1,1,26.959353,75.779194,0,1
"250","Owner",0,0,2,"BHK","1099.868016",1,1,14.412591,79.960366,1,2
"2200","Dealer",0,0,3,"BHK","1600",1,1,19.216097,72.821721,3,3
"450","Owner",0,0,3,"BHK","1097.025841",1,1,22.483471,88.417711,1,3
"708","Owner",0,0,3,"BHK","1573.333333",1,1,26.851,81.0011,1,2
"780","Dealer",1,1,2,"BHK","612.0047077",0,0,19.283359,72.864964,3,2
"628","Dealer",0,0,3,"BHK","1909.975669",1,1,30.662283,76.822397,2,3
"700","Owner",0,0,4,"BHK","2791.068581",1,1,30.752321,76.772816,3,4
"599","Owner",0,0,2,"BHK","1397.89965",1,1,12.96991,77.59796,1,1
"300","Owner",0,1,3,"BHK","900.090009",1,1,22.294094,73.233686,3,3
"600","Dealer",0,0,1,"BHK","594.000594",1,1,13.09,80.27,2,0
"1200","Dealer",0,0,3,"BHK","1920",1,1,26.930121,75.790763,3,3
"480","Owner",0,0,4,"BHK","1295.196978",1,1,22.4426,88.4304,2,4
"230","Owner",0,0,2,"BHK","1050.228311",1,1,20.36667,72.9,2,1
"1300","Dealer",0,1,3,"BHK","1776.927283",1,1,13.064,77.58,1,2
"255","Owner",0,0,1,"BHK","381.0520024",1,1,19.426441,72.835154,2,0
"470","Dealer",0,0,1,"BHK","790.0487477",1,1,24.69028,78.41889,1,0
"800","Owner",0,0,3,"BHK","1099.958752",1,1,18.52361,73.84778,2,3
"361","Dealer",0,0,3,"BHK","1266.222378",1,1,28.368269,77.37273,1,3
"500","Owner",1,0,1,"BHK","1800.504141",0,1,18.602537,73.824869,2,1
"1300","Dealer",0,0,3,"BHK","1803.551609",1,1,28.553374,77.355611,2,2
"630","Dealer",1,1,3,"BHK","1678.657074",0,1,28.595305,77.347365,1,2
"1000","Dealer",0,0,2,"BHK","1070.090958",1,1,19.283359,72.864964,2,2
"11000","Dealer",0,0,6,"BHK","3600.065456",1,1,19.102075,72.841149,10,6
"650","Dealer",0,1,3,"BHK","1730.103806",1,1,30.662283,76.822397,1,3
"420","Dealer",0,0,1,"BHK","750",1,1,19.076057,73.097319,1,1
"260","Dealer",0,0,1,"BHK","695.0013365",1,1,24.69028,78.41889,0,0
"1600","Dealer",0,1,3,"BHK","1884.126236",1,1,28.651918,77.348794,2,3
"850","Dealer",0,0,2,"BHK","1105.044202",1,1,18.964489,73.019574,2,2
"613","Dealer",1,1,1,"BHK","768.8448514",0,1,19.283359,72.864964,2,0
"720","Dealer",0,1,2,"BHK","1194.822436",1,1,12.9958935,77.761394,2,1
"4900","Dealer",0,0,4,"BHK","1405.662813",1,1,24.69028,78.41889,5,4
"850","Dealer",0,0,3,"BHK","1743.589744",1,1,28.65998,77.370279,3,2
"155","Dealer",1,0,2,"BHK","706.7943456",0,1,22.7,88.45,2,2
"318","Dealer",1,0,3,"BHK","993.75",0,1,26.706157,88.439748,1,2
"400","Dealer",0,0,2,"BHK","836.1204013",1,1,22.54111,88.33778,1,1
"278","Dealer",1,0,2,"BHK","1033.457249",0,1,28.553374,77.355611,4,2
"1400","Dealer",0,0,2,"BHK","868.9715101",1,1,19.12,72.91,3,1
"460","Builder",1,1,2,"BHK","610.2414434",0,0,18.595456,73.946088,1,2
"672","Dealer",1,1,2,"BHK","550.7745267",0,0,18.573994,73.753171,1,1
"650","Owner",0,0,3,"BHK","1530.131827",1,1,12.887837,74.837732,1,3
"1100","Dealer",1,1,2,"BHK","499.6366279",0,0,19.255098,72.9815265,1,2
"460","Dealer",0,0,3,"BHK","1501.305483",1,1,22.486821,88.233267,0,2
"410","Dealer",0,1,3,"BHK","1665.312754",1,1,21.17,72.83,1,2
"389","Dealer",0,1,2,"BHK","875.1406074",1,1,18.669919,73.853723,1,2
"600","Dealer",0,1,2,"BHK","1449.975834",1,1,12.845659,80.231049,1,2
"4200","Dealer",0,0,2,"BHK","1811.203588",1,1,24.69028,78.41889,4,1
"364","Builder",1,0,2,"BHK","1120",0,0,9.59167,76.52222,3,2
"135","Owner",0,0,2,"BHK","735.2941176",1,1,30.74,76.65,1,1
"1100","Dealer",0,1,2,"BHK","1265.094882",1,1,19.038205,73.06612,2,1
"620","Dealer",0,0,2,"BHK","984.9086577",1,1,12.96991,77.59796,2,2
"349","Dealer",1,0,3,"BHK","1342.824163",0,1,25.232239,71.392013,0,2
"930","Dealer",1,1,4,"BHK","2265.529842",0,0,30.662283,76.822397,1,3
"1200","Dealer",0,0,2,"BHK","1299.967501",1,1,12.9985,77.6044,2,2
"440","Dealer",0,0,2,"BHK","1079.754601",1,1,10.52,76.21,1,2
"400","Owner",0,0,2,"BHK","1200.120012",1,1,22.403867,88.470006,1,2
"3000","Dealer",0,0,2,"BHK","670.0017867",1,1,19.097244,72.846785,3,1
"800","Dealer",0,1,3,"BHK","3322.259136",1,1,30.684523,76.691728,3,3
"470","Dealer",0,1,3,"BHK","1450.169701",1,1,26.900926,75.775927,2,3
"222","Owner",0,0,2,"BHK","1153.846154",1,1,20.27801,72.84171,1,2
"220","Owner",0,0,3,"BHK","750.085237",1,1,23.258447,77.44113,4,2
"2800","Dealer",0,1,2,"BHK","1528.050644",1,1,19.015576,72.851441,4,1
"220","Owner",0,0,2,"BHK","1199.563795",1,1,21.631476,72.980438,2,1
"767","Dealer",1,1,1,"BHK","454.9768656",0,0,18.96,72.82,1,1
"1000","Dealer",0,1,1,"BHK","712.9616427",1,1,18.96,72.82,3,0
"10900","Dealer",1,1,4,"BHK","2600.004771",0,1,19.05871,72.89969,10,3
"810","Dealer",0,1,3,"BHK","1469.254489",1,1,12.840956,77.659441,2,2
"157","Dealer",0,0,1,"BHK","488.4878656",1,1,24.69028,78.41889,2,1
"250","Owner",0,0,1,"BHK","8992.805755",1,1,30.37861,76.7725,1,1
"300","Owner",0,0,2,"BHK","1230.0123",1,1,26.91667,75.86667,2,2
"865","Dealer",0,0,2,"BHK","1009.92411",1,1,19.2836,72.8675,1,1
"370","Dealer",0,0,2,"BHK","760.0657354",1,1,28.63676,77.36315,2,1
"850","Dealer",1,1,3,"BHK","1990.166237",0,1,26.91868,75.750399,1,3
"359","Dealer",0,0,3,"BHK","1631.818182",1,1,22.66667,75.75,0,2
"280","Owner",0,0,2,"BHK","1145.194274",1,1,22.337395,73.225215,4,1
"340","Dealer",0,0,2,"BHK","1050.030883",1,1,28.553374,77.355611,1,1
"1300","Dealer",0,1,3,"BHK","2007.411983",1,1,28.510825,77.006087,2,3
"560","Owner",0,0,1,"BHK","634.057971",1,1,18.490507,73.818086,1,0
"199","Dealer",0,1,2,"BHK","849.7011102",1,1,30.74,76.65,1,2
"580","Owner",0,0,2,"BHK","1400.289715",1,1,12.879728,77.650297,2,2
"750","Owner",0,0,2,"BHK","1000",1,1,18.496657,73.836319,3,1
"950","Dealer",0,1,3,"BHK","1280.150923",1,1,18.966114,73.148278,2,2
"930","Dealer",0,0,3,"BHK","1985.058698",1,1,28.522931,77.357078,4,2
"450","Owner",0,0,2,"BHK","831.0249307",1,1,22.5922,88.484911,2,1
"560","Dealer",0,1,2,"BHK","1417.721519",1,1,28.506454,77.409568,2,1
"350","Owner",0,0,2,"BHK","1425.081433",1,1,12.973237,77.646859,0,2
"770","Owner",1,1,3,"BHK","1400",0,1,13.0519,77.5416,1,2
"347","Owner",0,0,2,"BHK","1087.774295",1,1,21.080409,79.098334,0,1
"680","Dealer",0,1,2,"BHK","1290.077784",1,1,30.684523,76.691728,2,1
"470","Owner",0,0,2,"BHK","1050.044683",1,1,13.078742,77.69619,0,1
"1000","Dealer",0,0,4,"BHK","1916.075877",1,1,28.9196,76.8972,1,4
"1600","Dealer",0,0,3,"BHK","1172.418847",1,1,19.043732,72.90372,2,2
"5700","Dealer",0,0,3,"BHK","2000",1,1,19.1026,72.8243,6,2
"950","Owner",0,0,3,"BHK","1310.887264",1,1,13.34222,77.10167,3,2
"480","Owner",0,0,2,"BHK","846.1131676",1,1,12.9377,80.2153,0,1
"1000","Dealer",0,0,2,"BHK","1102.414287",1,1,24.104891,78.820348,1,2
"160","Owner",0,0,1,"BHK","679.9830004",1,1,20.386816,72.901148,1,0
"946","Dealer",1,1,1,"BHK","440",0,0,19.05871,72.89969,2,0
"180","Owner",0,0,2,"BHK","900",1,1,9.05444,76.53528,1,2
"250","Dealer",0,0,1,"BHK","716.1271842",1,1,22.175748,75.582163,1,0
"232","Dealer",0,0,2,"BHK","798.348245",1,1,22.69995,88.390833,3,2
"560","Owner",0,0,3,"BHK","1449.650531",1,1,13.010398,77.741046,5,3
"415","Dealer",0,0,3,"BHK","1825.780906",1,1,28.874383,77.113251,3,3
"255","Dealer",0,0,2,"BHK","970.3196347",1,1,13.1479,77.4179,1,2
"470","Dealer",0,0,2,"BHK","1363.109049",1,1,12.274538,76.644605,1,2
"1000","Owner",0,0,3,"BHK","2500",1,1,26.748868,80.863332,2,3
"425","Owner",0,0,2,"BHK","1250",1,1,28.431862,77.351104,1,1
"240","Owner",0,0,2,"BHK","1200",1,1,30.74,76.65,1,1
"280","Owner",0,0,2,"BHK","782.122905",1,1,10.52,76.21,0,2
"470","Owner",0,1,1,"BHK","656.0580681",1,1,18.539812,73.737678,4,0
"530","Dealer",0,0,3,"BHK","2052.672347",1,1,28.365512,77.346306,1,3
"850","Owner",0,0,3,"BHK","765.0076501",1,1,17.404893,78.510735,1,3
"2800","Dealer",0,1,4,"BHK","2563.163676",1,1,12.9847,77.5491,5,3
"730","Owner",0,0,3,"BHK","2099.511073",1,1,30.262241,78.032837,1,2
"690","Dealer",1,1,2,"BHK","978.0297661",0,1,18.097689,74.735239,3,1
"420","Owner",0,0,2,"BHK","850.0303582",1,1,21.15389,79.08306,1,2
"1700","Dealer",0,0,2,"BHK","932.579955",1,1,19.1955,72.8728,2,1
"420","Owner",0,1,2,"BHK","1090.059694",1,1,30.322426,78.041086,1,1
"390","Owner",0,0,2,"BHK","1100.141044",1,1,13.0583,77.5732,1,1
"1200","Owner",0,1,2,"BHK","1032.169276",1,1,15.462648,73.804488,2,2
"4300","Dealer",0,1,3,"BHK","1554.198142",1,1,19.139242,72.828969,4,3
"450","Owner",0,0,2,"BHK","1255.230126",1,1,10.78624,76.66378,1,1
"258","Dealer",1,1,3,"BHK","1197.771588",0,1,28.38016,77.369936,2,3
"297","Dealer",1,0,1,"BHK","638.9845095",0,1,19.402549,72.854418,1,1
"320","Owner",0,0,3,"BHK","1390.095569",1,1,23.82061,86.453351,3,3
"265","Owner",0,0,2,"BHK","1199.637845",1,1,19.974047,79.317795,0,2
"1600","Dealer",0,1,2,"BHK","1195.814649",1,1,19.249861,72.963866,3,1
"2600","Dealer",1,1,3,"BHK","1671.595731",0,1,19.1955,72.8728,3,2
"400","Owner",0,0,2,"BHK","861.1410118",1,1,15.27611,73.91722,2,2
"510","Dealer",1,1,1,"BHK","414.9715216",0,0,24.6902,78.416,2,1
"820","Dealer",0,1,3,"BHK","1899.907322",1,1,26.427816,80.41181,2,3
"3000","Dealer",0,1,4,"BHK","3085.150144",1,1,26.16667,75.78333,5,4
"720","Dealer",0,0,2,"BHK","1139.060275",1,1,13.141581,77.749756,1,1
"180","Owner",0,0,2,"BHK","850.2598016",1,1,23.692053,86.944846,1,1
"200","Owner",0,0,1,"BHK","701.2622721",1,1,26.96,75.6809,1,0
"350","Dealer",1,0,2,"BHK","1025.190393",0,1,17.829244,83.334838,1,2
"880","Dealer",0,0,3,"BHK","1674.914351",1,1,12.9958935,77.761394,4,2
"343","Builder",1,1,3,"BHK","1319.230769",0,0,21.241333,81.56801,0,2
"120","Owner",0,0,1,"BHK","485.0444624",1,1,16.26,73.71,1,0
"1800","Dealer",0,0,3,"BHK","1707.132018",1,1,26.696758,90.513797,2,3
"5200","Dealer",0,0,3,"BHK","1634.295053",1,1,19.083336,72.83666,6,2
"320","Owner",0,0,1,"BHK","650.0101564",1,1,18.442587,73.829832,0,1
"2100","Owner",0,1,4,"BHK","4100.76157",1,1,28.678014,77.38296,4,4
"670","Dealer",1,1,2,"BHK","631.7774635",0,0,18.966114,73.148278,3,2
"361","Dealer",0,0,3,"BHK","1289.285714",1,1,26.832353,75.841749,3,3
"425","Owner",0,0,2,"BHK","777.1073322",1,1,12.900422,80.159352,1,1
"260","Owner",0,0,1,"BHK","600.0461574",1,1,18.75,73.08,3,0
"320","Dealer",1,1,2,"BHK","1200.300075",0,1,30.662283,76.822397,2,2
"129","Owner",0,0,1,"BHK","798.2673267",1,1,21.352505,86.925884,1,1
"510","Dealer",0,0,2,"BHK","1339.285714",1,1,28.431862,77.351104,1,2
"465","Dealer",0,0,3,"BHK","1449.953227",1,1,28.2102,76.8606,2,2
"190","Owner",0,0,1,"BHK","750.0986972",1,1,20.73333,77,2,0
"320","Owner",0,0,1,"BHK","570.0035625",1,1,22.281215,70.789479,1,1
"1500","Dealer",0,0,2,"BHK","1350.0135",1,1,19.0242,73.0172,2,1
"750","Owner",0,0,2,"BHK","1097.132826",1,1,13.07265,80.176063,2,1
"9500","Dealer",0,0,3,"BHK","1851.021959",1,1,18.9147285,72.8202265,10,2
"300","Dealer",0,0,2,"BHK","850.0991782",1,1,22.5922,88.484911,1,1
"350","Owner",0,0,2,"BHK","1100.28293",1,1,12.905368,77.580403,3,2
"690","Dealer",0,0,3,"BHK","1540.178571",1,1,22.54111,88.33778,2,2
"1300","Dealer",0,1,2,"BHK","1043.841336",1,1,19.1983,72.8409,3,1
"380","Dealer",0,0,1,"BHK","500",1,1,19.049989,73.077321,1,0
"200","Owner",0,0,2,"BHK","719.9424046",1,1,31.64073,74.814458,1,1
"1100","Dealer",0,0,1,"BHK","650.0029546",1,1,19.05871,72.89969,1,0
"2500","Dealer",0,1,2,"BHK","1250",1,1,19.1145,72.8712,2,1
"500","Owner",0,0,3,"BHK","1350.256549",1,1,12.78333,80.18333,0,3
"200","Owner",0,0,2,"BHK","1000",1,1,24.6345,73.695,1,1
"1300","Dealer",1,1,2,"BHK","933.3046163",0,1,19.161955,72.839616,1,2
"380","Owner",0,0,2,"BHK","1139.088729",1,1,10.818481,78.680732,2,2
"650","Dealer",0,0,3,"BHK","1649.746193",1,1,26.86056,80.91583,1,2
"1500","Dealer",0,0,2,"BHK","967.7419355",1,1,19.255098,72.9815265,2,1
"534","Dealer",0,1,2,"BHK","1282.728801",1,0,30.73528,76.79111,2,1
"580","Owner",0,0,4,"BHK","1650.071124",1,1,22.617564,88.427982,4,3
"450","Owner",0,0,2,"BHK","1000",1,1,23.399528,85.357421,1,2
"820","Owner",0,1,3,"BHK","2015.237159",1,1,26.781748,81.006714,1,2
"619","Dealer",0,1,2,"BHK","1066.322136",1,1,18.6182,73.7447,2,2
"570","Owner",0,0,2,"BHK","960.0808489",1,1,28.9196,76.8972,3,2
"430","Owner",0,1,3,"BHK","1825.127334",1,1,28.9927,77.6824,2,3
"180","Owner",0,0,1,"BHK","356.9303986",1,1,22.308966,70.776713,0,0
"1300","Dealer",0,0,3,"BHK","1350.088275",1,1,30.692243,76.750614,2,2
"230","Owner",0,0,1,"BHK","780.1899593",1,1,21.17,72.83,3,0
"740","Owner",0,0,3,"BHK","1850",1,1,22.310343,73.184153,3,2
"1100","Dealer",1,0,5,"BHK","2000",0,1,13.009576,77.546567,2,4
"600","Dealer",0,0,1,"BHK","650.0541712",1,1,18.5101,73.8141,2,1
"430","Owner",0,0,2,"BHK","943.1892959",1,1,17.516621,78.474149,2,2
"8400","Dealer",0,1,5,"BHK","6640.316206",1,1,12.905368,77.580403,9,5
"740","Owner",0,0,3,"BHK","1600",1,1,12.90579,77.54264,2,2
"5700","Dealer",1,1,3,"BHK","1318.010498",0,1,19.05871,72.89969,6,2
"650","Dealer",0,0,2,"BHK","1050.080775",1,1,18.590877,73.862713,1,1
"1000","Dealer",1,1,4,"BHK","2380.952381",0,0,21,77,2,3
"243","Dealer",0,0,2,"BHK","760.5633803",1,1,22.7,88.45,2,1
"1400","Dealer",0,1,3,"BHK","1289.728236",1,1,28.743724,76.811315,2,2
"1500","Dealer",0,1,3,"BHK","2050.0205",1,1,13.055985,77.622157,2,2
"665","Dealer",1,1,3,"BHK","1799.729364",0,1,30.662283,76.822397,2,3
"900","Dealer",0,0,3,"BHK","1595.179015",1,1,28.63676,77.36315,1,3
"485","Owner",0,0,2,"BHK","1300.268097",1,1,13.65,79.42,0,1
"860","Dealer",0,1,2,"BHK","1100.025582",1,1,24.69028,78.41889,1,2
"600","Dealer",0,0,2,"BHK","724.9879169",1,1,40.9948233,-85.7661219,2,2
"620","Owner",0,0,3,"BHK","1256.077796",1,1,22.491565,88.402473,3,3
"950","Dealer",0,1,2,"BHK","1014.957265",1,1,24.69028,78.41889,2,1
"840","Dealer",0,0,3,"BHK","1176.141137",1,1,19.2167,73.0833,2,3
"265","Owner",0,0,2,"BHK","842.0718144",1,1,10.77917,76.65472,0,2
"919","Dealer",0,0,2,"BHK","1049.92574",1,1,19.027644,73.061159,3,2
"650","Dealer",0,0,3,"BHK","1615.308151",1,1,22.337051,73.182794,2,3
"1000","Dealer",1,1,3,"BHK","1612.903226",0,0,28.47944,76.971432,1,2
"380","Dealer",0,0,1,"BHK","650.0171057",1,1,18.549645,73.924971,0,0
"540","Owner",0,1,2,"BHK","1265.229616",1,1,26.766594,80.949809,1,2
"200","Owner",0,0,1,"BHK","649.9837504",1,1,13.0352,77.5772,0,0
"664","Builder",1,0,2,"BHK","830",0,0,13.04394,80.17251,1,1
"659","Dealer",0,1,4,"BHK","2272.413793",1,1,22.760061,75.928572,3,3
"420","Dealer",0,0,2,"BHK","905.1724138",1,1,13.09694,80.13194,1,1
"1700","Dealer",0,0,3,"BHK","2278.820375",1,1,12.9958935,77.761394,3,2
"550","Owner",0,0,4,"BHK","1739.95571",1,1,23.68333,86.96667,2,3
"250","Owner",0,0,2,"BHK","871.0801394",1,0,28.9927,77.6824,0,2
"190","Owner",0,0,2,"BHK","1015.499733",1,1,22.670686,75.876274,0,1
"175","Owner",0,1,1,"BHK","800.1828989",1,1,22.323406,73.240395,0,1
"440","Dealer",0,0,1,"BHK","629.9212598",1,1,12.840956,77.659441,2,0
"360","Owner",0,1,2,"BHK","1135.288553",1,1,28.66667,77.41667,0,2
"200","Dealer",0,0,1,"BHK","650.1950585",1,1,21,77,3,0
"306","Dealer",1,1,2,"BHK","1275",0,1,20.26796,85.742246,2,2
"586","Dealer",0,1,3,"BHK","707.5585607",1,0,19.193771,73.197892,3,2
"1500","Dealer",0,0,3,"BHK","1672.427249",1,1,28.397898,77.087404,2,3
"650","Owner",0,0,2,"BHK","1100.016923",1,1,35,136,4,2
"1600","Dealer",0,0,3,"BHK","1658.202923",1,1,19.038205,73.06612,3,3
"1300","Dealer",1,1,2,"BHK","572.4098454",0,0,19.161955,72.839616,2,1
"3700","Dealer",0,1,4,"BHK","4082.082966",1,1,18.5511925,73.9499365,6,4
"390","Dealer",0,0,2,"BHK","1285.008237",1,1,21.17,72.83,0,2
"7200","Dealer",0,1,3,"BHK","2383.474576",1,1,18.978006,72.806154,7,3
"500","Dealer",0,0,2,"BHK","1339.046599",1,1,28.431862,77.351104,0,2
"390","Dealer",0,0,1,"BHK","686.0158311",1,1,19.2167,73.0833,1,1
"839","Dealer",0,1,3,"BHK","1538.602604",1,1,12.86,77.786,2,2
"900","Owner",0,0,2,"BHK","1413.094677",1,1,28.65998,77.370279,3,1
"340","Owner",1,0,2,"BHK","892.8571429",0,1,12.760339,80.004278,2,2
"1300","Dealer",0,1,2,"BHK","880.400921",1,1,18.96667,72.83333,3,2
"530","Owner",0,0,2,"BHK","1030.126336",1,1,9.952439,76.3632965,4,1
"3900","Dealer",0,0,3,"BHK","1782.042495",1,1,24.69028,78.41889,4,3
"450","Owner",0,0,2,"BHK","900.9009009",1,1,22.54111,88.33778,0,2
"1000","Owner",0,0,3,"BHK","1505.117399",1,1,12.879124,77.534829,3,3
"280","Owner",0,0,2,"BHK","800",1,1,19.9011,75.3199,2,2
"630","Dealer",1,1,2,"BHK","1290.190457",0,1,30.684523,76.691728,2,2
"400","Dealer",0,0,3,"BHK","1350.438893",1,1,28.2102,76.8606,0,2
"580","Dealer",0,0,3,"BHK","1133.033796",1,1,22.54111,88.33778,1,2
"1200","Dealer",0,1,3,"BHK","1403.508772",1,0,13.0306,77.6485,2,3
"1800","Dealer",0,0,4,"BHK","1762.114537",1,1,28.4818,77.0843,4,4
"190","Owner",0,1,2,"BHK","900.0473709",1,1,26.928785,75.828002,0,2
"650","Dealer",0,0,3,"BHK","1600.196947",1,1,25.879721,86.587391,1,2
"770","Dealer",0,0,3,"BHK","1534.781742",1,1,22.54111,88.33778,1,3
"420","Dealer",0,1,2,"BHK","1130.247578",1,1,13.054202,77.674002,0,1
"750","Owner",0,0,2,"BHK","1339.046599",1,1,12.896796,77.5724,1,2
"680","Owner",0,0,2,"BHK","985.0789512",1,1,11.33266,77.723634,4,2
"900","Owner",0,0,3,"BHK","1500",1,1,10.999392,76.997254,2,2
"800","Owner",0,0,2,"BHK","1300.178775",1,1,12.96991,77.59796,1,1
"310","Owner",0,0,3,"BHK","1413.588691",1,1,20.29613,85.741152,2,2
"350","Dealer",0,0,2,"BHK","800",1,1,13.09,80.27,2,2
"1400","Dealer",0,1,4,"BHK","1693.070504",1,1,12.96991,77.59796,2,4
"1100","Dealer",1,1,2,"BHK","693.1753734",0,1,19.221571,73.042474,1,2
"460","Dealer",0,1,3,"BHK","1240.226476",1,1,28.40473,77.367514,1,2
"240","Dealer",0,0,2,"BHK","1000",1,1,25.879721,86.587391,1,2
"560","Dealer",0,0,2,"BHK","955.1424186",1,1,28.568096,77.390253,4,1
"3900","Dealer",0,1,2,"BHK","1785.060417",1,1,19.1145,72.8712,4,1
"520","Dealer",0,1,3,"BHK","1580.066849",1,1,28.381971,77.347688,4,3
"2200","Builder",0,1,4,"BHK","3259.259259",1,0,28.503556,77.020124,2,4
"2800","Dealer",0,0,2,"BHK","1042.558737",1,1,19.124896,72.893503,3,1
"650","Owner",0,0,2,"BHK","1099.830795",1,1,13.627615,79.455609,1,1
"500","Owner",1,0,3,"BHK","1559.575795",0,1,28.579004,77.431173,0,2
"1300","Dealer",1,1,3,"BHK","940.0535107",0,0,19.249861,72.963866,2,2
"7500","Dealer",0,0,4,"BHK","1421.989648",1,1,19.083336,72.83666,8,3
"380","Dealer",1,0,2,"BHK","1150.121065",0,1,50.817397,4.42145,0,1
"420","Dealer",0,1,3,"BHK","1220.220802",1,1,28.5041,77.381557,0,2
"317","Builder",1,1,2,"BHK","997.168921",0,0,15.84115,74.493486,1,2
"800","Owner",0,1,2,"BHK","1090.066767",1,1,12.96991,77.59796,1,1
"600","Owner",0,0,2,"BHK","820.9057327",1,1,18.5442,73.7948,1,1
"1600","Dealer",0,0,2,"BHK","1066.666667",1,1,18.460652,73.87053,5,1
"604","Owner",0,1,2,"BHK","1208.483393",1,1,28.560719,77.386208,1,1
"750","Dealer",0,1,1,"BHK","565.0143137",1,1,19.255098,72.9815265,2,1
"1600","Dealer",0,0,2,"BHK","910.228695",1,1,21.119996,79.050272,3,1
"270","Dealer",0,0,2,"BHK","712.0253165",1,1,22.486821,88.233267,0,1
"466","Owner",0,0,3,"BHK","1456.25",1,0,27.292573,81.116671,4,2
"924","Dealer",1,1,2,"BHK","717.0016295",0,1,24.69028,78.41889,3,1
"10000","Dealer",0,0,4,"BHK","4175.0167",1,1,22.53028,88.33417,10,4
"380","Dealer",0,0,1,"BHK","620.0032632",1,1,24.69028,78.41889,0,1
"2100","Dealer",0,1,2,"BHK","999.2862241",1,1,19.147866,72.932609,2,1
"2100","Dealer",0,0,3,"BHK","2500",1,1,18.52361,73.84778,3,2
"450","Dealer",1,1,1,"BHK","427.0665275",0,0,18.96,72.82,1,1
"1200","Owner",0,0,3,"BHK","1651.300399",1,1,-37.7130075,144.9578428,2,2
"800","Dealer",0,0,2,"BHK","1277.955272",1,1,13.0306,77.6485,3,1
"2300","Dealer",0,1,3,"BHK","1712.838844",1,1,20.07911,73.911636,3,3
"170","Owner",0,0,2,"BHK","965.3605906",1,1,28.2102,76.8606,1,2
"365","Owner",0,0,4,"BHK","1460",1,1,30.662283,76.822397,0,3
"350","Dealer",0,1,1,"BHK","412.979351",1,0,18.5438,73.9438,1,1
"320","Owner",0,0,3,"BHK","1250",1,1,27.18,78.02,0,2
"400","Dealer",0,0,2,"BHK","740.0555042",1,1,12.9053,80.1986,0,2
"400","Owner",0,0,3,"BHK","1454.545455",1,1,23.21118,77.43291,1,2
"290","Dealer",0,0,2,"BHK","1145.339652",1,1,12.837164,74.833514,0,1
"1300","Dealer",0,0,3,"BHK","1343.391547",1,1,24.69028,78.41889,3,3
"230","Dealer",0,1,2,"BHK","861.7459723",1,1,21.287574,81.613087,2,2
"270","Owner",0,0,2,"BHK","780.1213522",1,1,19.11667,73.73333,0,1
"220","Owner",0,0,1,"BHK","800",1,1,19.09806,74.7325,1,1
"751","Dealer",1,1,3,"BHK","1563.931695",0,1,30.684523,76.691728,4,2
"1100","Dealer",1,1,3,"BHK","1511.404232",0,1,18.627,73.7829,2,3
"2500","Owner",1,1,3,"BHK","2318.034307",0,1,28.552626,77.333948,8,3
"1800","Dealer",1,1,2,"BHK","697.2420205",0,1,19.12,72.91,4,1
"350","Owner",0,0,2,"BHK","800",1,1,26.209302,78.194369,1,2
"1100","Dealer",1,1,2,"BHK","1040.582726",0,1,19.18,72.96333,2,2
"620","Owner",0,0,2,"BHK","1065.109088",1,1,18.518594,73.935543,1,1
"310","Owner",0,0,3,"BHK","1223.362273",1,1,21.569257,72.834546,2,3
"8300","Dealer",0,1,4,"BHK","1526.015812",1,1,19.0167,72.8167,8,3
"1200","Dealer",1,1,2,"BHK","694.2435638",0,1,19.18,72.96333,1,1
"230","Owner",0,0,1,"BHK","519.8915009",1,1,21.106063,79.006441,0,0
"800","Dealer",1,0,3,"BHK","1326.040113",0,1,28.5889,77.3352,1,3
"520","Owner",0,0,3,"BHK","1199.815413",1,1,26.840615,75.8006825,2,2
"650","Owner",0,0,3,"BHK","1451.216789",1,1,12.96991,77.59796,2,2
"1100","Dealer",0,0,2,"BHK","1004.291062",1,1,18.96667,72.83333,4,1
"560","Dealer",0,0,1,"BHK","640",1,1,19.049214,73.072916,3,1
"420","Owner",1,1,2,"BHK","1120",0,1,17.7,83.25,0,2
"195","Dealer",0,1,2,"BHK","572.6872247",1,1,28.406388,77.342588,4,1
"1600","Owner",0,0,3,"BHK","3200",1,1,13.010349,77.712151,4,3
"1200","Owner",0,0,2,"BHK","1330.082022",1,1,12.9255,77.6765,3,2
"1000","Dealer",0,0,2,"BHK","1130.58225",1,1,18.097689,74.735239,2,2
"290","Owner",0,0,2,"BHK","1184.156799",1,1,28.995663,77.077794,2,2
"1600","Dealer",0,0,3,"BHK","1717.844106",1,1,26.340786,78.947206,3,3
"355","Owner",0,0,1,"BHK","665.0430873",1,1,13.008071,77.651295,1,1
"844","Dealer",1,0,2,"BHK","1200.056875",0,1,21,77,3,2
"616","Dealer",0,0,3,"BHK","1339.130435",1,1,22.498882,88.317556,3,3
"340","Owner",0,0,2,"BHK","779.1017415",1,1,22.478796,88.282875,0,2
"400","Owner",0,0,2,"BHK","1120.134416",1,1,13.0318,77.6583,3,1
"267","Owner",0,0,2,"BHK","763.0751643",1,1,22.648322,88.4431525,0,1
